Spanish Word,ira,anticipacion,disgusto,miedo,alegria,negativo,positivo,tristeza,sorpresa,confianza
imitador,1,0,1,0,0,1,0,0,0,0
imitando,0,0,0,0,0,0,0,0,0,0
imitar,0,0,0,0,0,0,0,0,0,0
impaciencia,0,0,0,0,0,1,0,0,0,0
impaciente,0,1,0,0,0,1,0,0,0,0
impacto,0,0,0,0,0,0,0,0,0,0
imparcial,0,0,0,0,0,0,1,0,0,1
imparcialidad,0,0,0,0,0,0,1,0,0,1
impartir,0,0,0,0,0,0,1,0,0,1
impasible,0,0,0,0,0,0,0,0,0,0
impecable,0,0,0,0,0,0,1,0,0,1
impedimento,0,0,0,0,0,0,0,0,0,0
impedir,0,0,0,0,0,1,0,0,0,0
impenetrable,0,0,0,0,0,0,0,0,0,1
impenitente,0,0,0,0,0,0,0,0,0,0
imperativo,0,0,0,0,0,0,0,0,0,0
imperceptible,0,0,0,0,0,0,0,0,0,0
imperfeccion,0,0,0,0,0,1,0,0,0,0
imperfectamente,0,0,0,0,0,1,0,0,0,0
imperial,0,0,0,0,0,0,0,0,0,0
imperio,0,0,0,0,0,0,0,0,0,0
impermeable,1,0,0,1,0,0,0,0,0,0
impersonal,0,0,0,0,0,0,0,0,0,0
impertinente,0,0,0,0,0,0,0,0,0,0
imperturbable,0,0,0,0,0,0,0,0,0,0
impetu,0,0,0,0,0,0,0,0,0,0
impio,1,0,0,0,0,1,0,0,0,0
implacable,1,0,1,1,0,1,0,0,0,0
implantacion,0,0,0,0,0,0,0,0,0,0
implantado,0,0,0,0,0,0,0,0,0,0
implante,0,0,0,0,0,0,0,0,0,0
implementar,0,0,0,0,0,0,0,0,0,0
implicacion,0,0,0,0,0,0,0,0,0,0
implicado,0,0,0,0,0,0,0,0,0,0
implicar,1,0,0,0,0,1,0,0,0,0
implicito,0,0,0,0,0,0,0,0,0,0
implorar,0,0,0,0,0,0,0,0,0,0
implosion,0,0,0,0,0,0,0,0,0,0
imponente,0,1,0,1,0,0,1,0,0,0
imponer,0,0,0,0,0,0,0,0,0,0
impopular,0,0,1,0,0,1,0,1,0,0
importacion,0,0,0,0,0,0,0,0,0,0
importancia,0,1,0,0,0,0,1,0,0,0
importante,0,0,0,0,0,0,1,0,0,1
importar,0,0,0,0,0,0,0,0,0,0
imposibilidad,0,0,0,0,0,0,0,0,0,0
imposibilitar,1,0,0,0,0,0,0,0,0,0
imposible,0,0,0,0,0,1,0,1,0,0
imposicion,0,0,0,1,0,1,0,1,0,0
impostor,1,0,1,0,0,1,0,0,0,0
impotencia,1,0,0,1,0,1,0,1,0,0
impotente,1,0,1,1,0,1,0,1,0,0
impracticable,0,0,0,0,0,1,0,0,0,0
impreciso,0,0,0,0,0,1,0,0,0,0
impredecible,0,0,0,0,0,1,0,0,1,0
impregnar,0,0,0,0,0,0,0,0,0,0
impresion,0,0,0,0,0,0,1,0,0,0
impresionable,0,0,0,0,0,0,0,0,0,1
impresionar,0,0,0,0,0,0,1,0,0,0
impresora,0,0,0,0,0,0,0,0,0,0
imprevisto,0,0,0,0,0,0,0,0,1,0
imprimir,0,0,0,0,0,0,0,0,0,0
improbable,0,0,0,0,0,0,0,0,0,0
improductivo,0,0,0,0,0,1,0,0,0,0
impropiedad,0,0,0,0,0,1,0,0,0,0
improvisacion,0,0,0,0,0,0,0,0,1,0
improvisado,0,0,0,0,0,1,0,0,0,0
improvisar,0,1,0,0,0,0,1,0,1,0
imprudencia,1,0,1,1,0,1,0,0,1,0
imprudente,1,0,0,1,0,1,0,0,0,0
impuesto,0,0,1,0,0,1,0,0,0,0
impulsado,0,0,0,0,0,0,0,0,0,0
impulsar,0,0,0,0,0,0,0,0,0,0
impulso,0,1,0,0,0,0,1,0,0,0
impunidad,0,0,0,0,0,0,0,0,0,0
impureza,0,0,1,0,0,1,0,0,0,0
impuro,0,0,1,0,0,1,0,0,0,0
imputacion,0,0,0,0,0,1,0,0,0,0
inaccesible,0,0,0,0,0,1,0,0,0,0
inaceptable,0,0,0,0,0,1,0,1,0,0
inactivacion,0,0,0,0,0,0,0,0,0,0
inactivar,0,0,0,0,0,0,0,0,0,0
inactividad,0,0,0,0,0,1,0,0,0,0
inactivo,0,0,0,0,0,0,1,0,0,0
inadecuado,1,0,1,0,0,1,0,1,0,0
inadmisible,1,0,1,0,0,1,0,0,0,0
inadvertido,0,0,0,0,0,0,0,0,0,0
inagotable,0,0,0,0,0,0,0,0,0,0
inaguantable,0,0,1,0,0,1,0,1,0,0
inalambrica,1,1,0,0,0,0,1,0,1,0
inalcanzable,1,0,0,0,0,1,0,1,0,0
inalienable,0,0,0,0,0,0,1,0,0,0
inalterado,0,0,0,0,0,0,0,0,0,0
inamovible,0,0,0,0,0,1,1,0,0,1
inane,0,0,0,0,0,1,0,0,0,0
inanicion,0,0,0,1,0,1,0,1,0,0
inanimado,0,0,0,0,0,0,0,0,0,0
inaplicable,0,0,0,0,0,1,0,0,0,0
inatencion,1,0,0,0,0,1,0,0,0,0
inaudible,0,0,0,0,0,1,0,0,0,0
inauguracion,0,1,0,0,1,0,1,0,0,1
inaugural,0,1,0,0,0,0,0,0,0,0
inaugurar,0,0,0,0,0,0,0,0,0,0
incalculable,0,1,0,0,0,1,0,0,0,0
incandescente,0,0,0,0,0,0,0,0,0,0
incapacidad,0,0,0,0,0,1,0,1,0,0
incapaz,0,0,0,0,1,0,1,0,0,1
incauto,0,0,0,0,0,0,0,0,0,0
incendiario,1,0,0,1,0,1,0,0,1,0
incendio,0,0,0,0,0,0,0,0,0,0
incendio forestal,0,0,0,1,0,1,0,1,1,0
incendio provocado,1,0,0,1,0,1,0,0,0,0
incentivo,0,0,0,0,0,0,0,0,0,0
incertidumbre,0,0,0,0,0,0,0,0,0,0
incesante,0,0,0,0,0,1,0,0,0,0
incesantemente,0,0,0,0,0,0,0,0,0,0
incesto,1,0,1,1,0,1,0,1,0,0
incestuoso,0,0,1,0,0,1,0,0,0,0
incidencia,0,0,0,0,0,0,0,0,0,0
incidente,0,0,0,0,0,0,0,0,1,0
incienso,1,0,0,0,0,1,0,0,0,0
incierto,1,0,1,1,0,1,0,0,1,0
incineracion,0,0,0,0,0,1,0,0,0,0
incipiente,0,0,0,0,0,0,0,0,0,0
incision,0,0,0,0,0,0,0,0,0,0
incisivo,0,0,0,0,0,0,1,0,0,0
incitacion,0,0,0,0,0,0,0,0,0,0
incitar,1,1,0,1,0,1,0,0,0,0
inclemente,0,0,0,0,0,1,0,0,0,0
inclinacion,0,0,0,0,0,0,0,0,0,1
inclinado,0,0,0,0,0,0,0,0,0,0
inclinarse,0,0,0,0,0,0,0,0,0,0
incluido,0,0,0,0,0,0,1,0,0,0
incluir,0,0,0,0,0,0,1,0,0,0
inclusion,0,0,0,0,0,0,0,0,0,1
inclusivo,0,0,0,0,0,0,1,0,0,0
incognito,0,0,0,0,0,0,0,0,0,0
incoherente,0,0,0,0,0,1,0,0,0,0
incoloro,0,0,0,0,0,0,0,0,0,0
incombustible,0,0,0,0,0,0,1,0,0,0
incomodo,0,0,0,0,0,1,0,1,0,0
incomparable,0,0,0,0,0,0,1,0,0,0
incompatible,1,0,1,0,0,1,0,1,0,0
incompetencia,0,0,0,0,0,1,0,0,0,0
incompetente,1,0,0,0,0,1,0,1,0,0
incompletamente,0,0,0,0,0,0,0,0,0,0
incompletitud,0,0,0,0,0,1,0,0,0,0
incompleto,0,0,0,0,0,1,0,0,0,0
incomprensible,0,0,0,0,0,1,0,0,0,0
inconcebible,1,0,1,1,0,1,0,0,0,0
inconcluso,0,0,0,0,0,1,0,0,0,0
inconexo,0,0,0,0,0,0,0,0,0,0
inconfirmado,0,1,0,0,0,0,0,0,0,0
incongruente,1,0,0,0,0,1,0,0,0,0
inconmensurable,0,0,0,0,0,0,0,0,0,0
inconmensurablemente,0,0,0,0,0,0,0,0,0,0
inconsciencia,0,0,0,0,0,0,0,0,0,0
inconsciente,0,0,0,0,0,1,0,0,0,0
inconscientemente,0,0,0,0,0,0,0,0,0,0
inconsecuencia,0,0,0,0,0,1,0,0,0,0
inconsecuente,0,0,0,0,0,1,0,1,0,0
inconstitucional,0,0,0,0,0,1,0,0,0,0
incontable,0,0,0,0,0,0,0,0,0,0
incontestable,0,0,0,0,0,0,1,0,0,1
incontestado,0,0,0,0,0,0,0,0,0,0
incontinencia,0,0,0,0,0,0,0,0,1,0
incontrolable,1,1,0,0,0,1,0,0,1,0
inconveniente,1,0,1,0,0,1,0,1,0,0
incorporacion,0,0,0,0,0,0,0,0,0,0
incorporar,0,0,0,0,0,0,0,0,0,0
incorporeo,0,0,0,1,0,1,0,1,0,0
incorrectamente,1,0,0,1,0,1,0,1,0,0
incorrecto,0,0,0,0,0,1,0,0,0,0
incredulidad,0,0,0,0,0,1,0,0,0,0
incredulo,1,0,1,0,0,1,0,0,0,0
increible,0,0,0,0,0,1,0,0,0,0
incremento,0,0,0,0,0,0,0,0,0,0
incriminacion,0,0,0,1,0,1,0,1,0,0
incruento,0,0,0,0,0,0,1,0,0,0
incrustado,0,0,0,0,0,0,0,0,0,0
incubacion,0,0,0,0,0,0,0,0,0,0
incubo,0,0,1,1,0,1,0,0,0,0
incuestionable,0,0,0,0,0,0,1,0,0,1
incuestionablemente,0,0,0,0,0,0,1,0,0,1
incumplido,1,1,0,0,0,1,0,1,1,0
incumplimiento,1,1,0,1,0,1,0,1,0,0
incurable,1,0,1,1,0,1,0,1,0,0
incurrir en,0,0,0,0,0,1,0,0,0,0
incursion,1,0,0,0,0,1,0,0,0,0
indebido,0,0,0,0,0,0,0,0,0,0
indecencia,1,0,1,0,0,0,0,0,0,0
indecente,0,0,1,0,0,1,0,0,0,0
indecible,0,0,0,1,0,1,0,0,0,0
indecision,0,0,0,0,0,1,0,0,0,0
indeciso,0,1,0,1,0,1,0,0,0,0
indefectible,0,0,0,0,0,0,0,0,0,0
indefendible,0,0,0,1,0,1,0,0,0,0
indefenso,0,0,0,1,0,1,0,1,0,0
indefinido,0,0,0,0,0,0,0,0,0,0
indeleble,0,0,0,0,0,0,1,0,0,1
indemne,0,0,0,0,0,0,1,0,0,0
indemnidad,0,0,0,0,0,0,1,0,0,1
indemnizacion,0,0,0,0,0,0,0,0,0,0
indemnizar,0,0,0,0,0,1,0,0,0,0
independencia,0,1,0,0,1,0,1,0,1,1
independiente,0,0,0,0,0,0,0,0,0,0
indescriptible,0,0,0,0,0,0,0,0,0,0
indeseable,1,0,1,1,0,1,0,1,0,0
indestructible,0,0,0,0,0,0,1,0,0,1
indeterminado,0,0,0,0,0,1,0,0,0,0
indicacion,0,0,0,0,0,0,0,0,0,0
indicador,0,0,0,0,0,0,0,0,0,0
indicando,0,0,0,0,0,0,0,0,0,0
indicativo,0,0,0,0,0,0,0,0,0,0
indice,0,0,0,0,0,0,0,0,0,0
indicio,0,0,0,0,0,0,0,0,0,0
indiferencia,1,0,1,1,0,1,0,1,0,0
indiferente,1,0,1,0,0,1,0,1,0,0
indigena,0,0,0,0,0,0,0,0,0,0
indigente,0,0,0,1,0,1,0,1,0,0
indigestion,0,0,0,0,0,0,0,0,0,0
indignacion,1,0,1,0,0,1,0,0,0,0
indignado,1,0,0,0,0,1,0,0,0,0
indignante,0,0,0,0,0,0,0,0,1,0
indigno de,0,0,1,0,0,1,0,0,0,0
indigno de confianza,1,0,0,0,0,1,0,0,0,0
indigo,0,0,0,0,0,0,0,0,0,0
indirecto,0,0,0,0,0,0,0,0,0,0
indiscutible,0,0,0,0,0,0,0,0,0,0
indispensable,0,0,0,0,0,0,0,0,0,0
indispuesto,0,0,0,0,0,1,0,1,0,0
indistinguible,0,0,0,0,0,0,0,0,0,0
indistinto,0,0,0,0,0,1,0,0,0,0
individualidad,0,0,0,0,0,0,1,0,0,0
individualmente,0,0,0,0,0,0,1,0,0,0
indivisible,0,0,0,0,0,0,0,0,0,1
indiviso,0,0,0,0,0,0,1,0,0,0
indolente,0,0,0,0,0,1,0,0,0,0
indomable,0,0,0,1,0,0,1,0,0,0
induccion,0,0,0,0,0,0,0,0,0,0
inducido,0,0,0,0,0,0,0,0,0,0
inducir,0,0,0,0,0,0,0,0,0,0
indudable,0,0,0,0,0,0,1,0,0,1
indulgencia,0,0,0,0,0,0,0,0,0,0
indulgente,0,0,0,0,0,0,1,0,0,1
indulto,0,0,0,0,0,0,1,0,0,0
industria,0,0,0,0,0,0,0,0,0,0
industrioso,0,0,0,0,0,0,0,0,0,0
inedito,0,1,0,0,0,1,0,1,0,0
inefable,0,0,0,0,0,0,1,0,0,0
ineficacia,0,0,1,0,0,1,0,1,0,0
ineficaz,0,0,1,0,0,1,0,0,0,0
ineficiente,0,0,0,0,0,1,0,1,0,0
inelegible,0,0,0,0,0,0,0,0,0,0
ineptitud,0,0,1,1,0,1,0,1,0,0
inepto,1,0,1,0,0,1,0,0,0,0
inequivocamente,0,0,0,0,0,0,1,0,0,0
inequivoco,0,0,0,0,0,0,0,0,0,1
inercia,0,0,0,0,0,0,0,0,0,0
inerte,0,0,0,0,0,1,0,0,0,0
inescrutable,0,0,0,0,0,0,0,0,0,0
inesperadamente,0,0,0,0,0,0,0,0,1,0
inesperado,0,1,0,1,1,1,1,0,1,0
inestabilidad,0,0,1,1,0,1,0,0,0,0
inestable,1,0,1,1,0,1,0,0,0,0
inestimable,0,0,0,0,0,0,0,0,0,0
inevitable,0,0,0,0,0,1,0,0,0,0
inexacto,0,0,0,0,0,0,0,0,0,0
inexcusable,1,0,1,0,0,1,0,1,0,0
inexistente,0,0,0,0,0,0,0,0,0,0
inexperiencia,0,0,0,0,0,1,0,0,0,0
inexperto,0,0,0,0,0,1,0,0,0,0
inexplicable,0,1,1,0,0,1,0,1,0,1
inexplorado,0,0,0,0,0,0,0,0,0,0
infalibilidad,0,0,0,0,0,0,0,0,0,1
infalible,0,0,0,0,0,0,1,0,0,0
infame,1,0,1,1,0,1,0,0,0,0
infamia,0,0,0,0,0,1,0,1,0,0
infancia,0,0,0,0,1,0,1,0,0,0
infanteria,0,0,0,0,0,0,0,0,0,0
infanticidio,1,1,1,1,0,1,0,1,0,0
infantil,1,0,1,0,0,1,0,0,0,0
infarto,0,0,0,1,0,1,0,0,1,0
infeccion,0,0,0,1,0,1,0,0,0,0
infeccioso,0,0,1,1,0,1,0,1,0,0
infectar,0,0,1,0,0,1,0,0,0,0
infelicidad,0,0,0,0,0,1,0,1,0,0
infeliz,1,0,1,0,0,1,0,1,0,0
inferencia,0,0,0,0,0,0,0,0,0,0
inferencial,0,0,0,0,0,0,0,0,0,0
inferior,1,0,0,1,0,1,0,1,0,0
inferioridad,0,0,0,0,0,1,0,0,0,0
inferir,0,0,0,0,0,0,0,0,0,0
infernal,1,0,1,1,0,1,0,1,0,0
infestacion,0,0,1,1,0,1,0,0,0,0
infidelidad,1,0,1,1,0,1,0,1,0,0
infiel,1,0,1,1,0,1,0,0,0,0
infierno,1,0,1,1,0,1,0,1,0,0
infiltracion,0,0,0,0,0,1,1,0,0,0
infinitamente,0,0,0,0,0,0,0,0,0,0
infinitesimal,0,0,0,0,0,0,0,0,0,0
infinito,0,1,0,0,1,0,1,0,0,1
inflacion,0,0,0,1,0,1,0,0,0,0
inflado,0,0,0,0,0,1,0,0,0,0
inflamacion,0,0,0,0,0,1,0,0,0,0
inflexible,0,0,0,0,0,1,0,0,0,0
inflexion,0,0,0,0,0,0,0,0,0,0
infligir,1,0,0,1,0,1,0,1,0,0
inflorescencia,0,0,0,0,0,0,0,0,0,0
influencia,0,0,0,0,0,1,1,0,0,0
influenza,0,0,0,0,0,1,0,0,0,0
influyente,0,0,0,0,0,0,1,0,0,1
informacion,0,0,0,0,0,0,1,0,0,0
informado,0,0,0,0,0,0,0,0,0,0
informador,0,0,0,0,0,1,0,0,0,0
informal,0,0,0,0,0,0,0,0,0,0
informante,0,0,0,0,0,0,0,0,0,0
informar,0,0,0,0,0,0,0,0,0,1
informe,0,0,0,0,0,1,0,0,0,0
informe detallado,0,0,0,0,0,0,0,0,0,0
infraccion,1,0,0,0,0,1,0,0,0,0
infraestructura,0,0,0,0,0,0,0,0,0,0
infranqueable,0,0,0,0,0,1,0,0,0,0
infrecuente,0,0,0,0,0,0,0,0,1,0
infringir,0,0,0,0,0,1,0,0,0,0
infructuoso,0,0,0,0,0,1,0,1,0,0
infundado,0,0,0,0,0,1,0,0,0,0
infundido,0,0,0,0,0,0,0,0,0,0
infundir,0,0,0,0,0,0,0,0,0,0
infusion,0,0,0,0,0,0,0,0,0,0
ingenieria,0,0,0,0,0,0,0,0,0,0
ingeniero,0,0,0,0,0,0,0,0,0,0
ingenio,0,0,0,0,0,0,1,0,0,0
ingenioso,0,0,0,0,1,0,1,0,0,0
ingenuo,0,0,0,0,0,1,0,0,0,0
ingerir,0,0,0,0,0,0,0,0,0,0
ingestion,0,0,0,0,0,0,0,0,0,0
ingle,0,0,0,0,0,0,0,0,0,0
inglete,0,0,0,0,0,0,0,0,0,0
ingravido,0,0,0,0,0,0,0,0,0,0
ingrediente,0,0,0,0,0,0,0,0,0,0
ingresar,0,0,0,0,0,0,0,0,0,0
ingreso,0,1,0,0,1,1,1,1,0,1
ingresos,0,0,0,0,0,0,0,0,0,0
inhalacion,0,0,0,0,0,0,0,0,0,0
inhalar,0,0,0,0,0,0,0,0,0,0
inherente,0,0,0,0,0,0,0,0,0,0
inhibicion,0,0,0,0,0,0,0,0,0,0
inhibir,1,0,1,0,0,1,0,1,0,0
inhospito,0,0,0,0,0,1,0,1,0,0
inhumanidad,0,0,0,0,0,1,0,1,0,0
inhumano,1,0,1,1,0,1,0,1,0,0
iniciado,0,0,0,0,0,0,0,0,0,0
inicial,0,0,0,0,0,0,0,0,0,0
iniciar sesion,0,0,0,0,0,0,0,0,0,0
iniciativa,0,0,0,0,0,0,0,0,0,0
inigualable,0,0,0,0,0,0,0,0,0,0
inimitable,0,0,0,0,0,0,1,0,0,1
ininteligible,0,0,0,0,0,1,0,0,0,0
ininterrumpido,0,0,0,0,0,0,0,0,0,0
iniquidad,0,0,1,0,0,1,0,0,0,0
injusticia,1,0,0,0,0,1,0,1,0,0
injustificable,1,0,1,1,0,1,0,0,0,0
injustificado,0,0,0,0,0,1,0,0,0,0
injusto,1,0,1,0,0,1,0,1,0,0
inmaculado,0,0,0,0,1,0,1,0,0,1
inmadurez,1,1,0,0,0,1,0,0,0,0
inmaduro,0,1,0,0,0,1,0,0,0,0
inmanejable,0,0,1,0,0,1,0,0,0,0
inmaterial,0,0,0,0,0,0,0,0,0,0
inmediacion,0,0,0,0,0,0,0,0,1,0
inmediatamente,0,1,0,0,0,1,1,0,0,0
inmediato,0,0,0,0,0,0,0,0,0,0
inmemorial,0,0,0,0,0,0,0,0,0,0
inmenso,0,0,0,0,0,0,1,0,0,0
inmerecido,0,0,0,0,0,0,0,0,0,0
inmersion,0,0,0,1,0,1,0,0,0,0
inmigracion,0,0,0,0,0,0,0,0,0,0
inmigrante,0,0,0,1,0,0,0,0,0,0
inminente,0,1,0,1,0,0,0,0,0,0
inmoral,1,0,1,1,0,1,0,1,0,0
inmoralidad,1,0,1,0,0,1,0,0,0,0
inmortal,0,0,0,0,0,0,1,0,0,0
inmortalidad,0,1,0,0,0,0,0,0,0,0
inmovil,0,0,0,0,0,0,0,0,0,0
inmundicia,0,0,1,0,0,1,0,0,0,0
inmundo,0,0,1,0,0,1,0,0,0,0
inmune,0,0,0,0,0,0,0,0,0,0
inmunidad,0,0,0,0,0,0,0,0,0,0
inmunizacion,0,0,0,0,0,0,0,0,0,1
inmutable,0,0,0,0,0,1,0,0,0,0
innato,0,0,0,0,0,0,0,0,0,0
innecesario,0,0,0,0,0,0,0,0,0,0
innegable,0,0,0,0,0,0,0,0,0,0
innovacion,0,0,0,0,0,0,1,0,0,0
innovar,0,0,0,0,0,0,1,0,0,0
innumerable,0,0,0,0,0,0,0,0,0,0
inocencia,0,0,0,0,0,0,1,0,0,0
inocente,0,0,0,0,0,0,1,0,0,1
inocentemente,0,0,0,0,0,0,1,0,0,0
inoculacion,0,1,0,0,0,0,0,0,0,1
inocuo,0,0,0,0,0,0,1,0,0,0
inodoro,0,0,1,0,0,1,0,0,0,0
inoperante,1,0,0,0,0,1,0,0,0,0
inorganico,0,0,0,0,0,0,0,0,0,0
inoxidable,0,0,0,0,0,0,1,0,0,0
inquebrantable,0,0,0,0,0,0,1,0,0,1
inquietud,0,1,0,0,0,1,0,1,0,0
inquilino,0,0,0,0,0,0,1,0,0,0
inquisitivo,0,0,0,0,0,0,1,0,0,0
insalubre,0,0,1,1,0,1,0,1,0,0
insatisfaccion,0,0,0,0,0,1,0,0,0,0
insatisfactorio,0,0,1,0,0,1,0,0,0,0
insatisfecho,0,0,1,0,0,1,0,1,0,0
inscribirse,0,1,0,0,0,0,0,0,0,1
inscripcion,0,0,0,0,0,0,0,0,0,0
insecto,0,0,1,1,0,1,0,0,0,0
inseguridad,0,0,0,1,0,1,0,0,0,0
inseguro,1,0,0,1,0,1,0,1,0,0
inseparable,0,0,0,0,1,0,1,0,0,1
insercion,0,0,0,0,0,0,0,0,0,0
insertado,0,0,0,0,0,0,0,0,0,0
insertar,0,0,0,0,0,0,0,0,0,0
insidioso,1,0,1,1,0,1,0,0,0,0
insignia,0,0,0,0,0,0,0,0,0,1
insignias,0,0,0,0,0,0,1,0,0,0
insignias reales,0,0,0,0,0,0,0,0,0,0
insignificancia,0,0,0,0,0,1,0,0,0,0
insignificante,1,0,0,0,0,1,0,1,0,0
insinuacion,0,0,0,0,0,0,0,0,0,0
insipido,0,0,1,0,0,1,0,0,0,0
insistir,0,0,0,0,0,0,0,0,0,0
insolente,0,0,0,0,0,1,0,0,0,0
insoluble,0,0,0,0,0,0,0,0,0,0
insolvencia,0,0,0,1,0,1,0,1,1,0
insolvente,0,0,0,1,0,1,0,1,0,1
insomnio,0,0,0,0,0,0,0,0,0,0
insostenible,0,0,0,0,0,1,0,0,0,0
inspeccionar,0,0,0,0,0,0,0,0,0,0
inspector,0,0,0,0,0,0,1,0,0,0
inspiracion,0,1,0,0,1,0,1,0,0,0
inspirado,0,0,0,0,1,0,1,0,1,1
inspirar,0,1,0,0,1,0,1,0,0,1
instalacion,0,0,0,0,0,0,0,0,0,0
instalaciones,0,0,0,0,0,0,1,0,0,0
instalar en pc,0,1,0,0,0,0,0,0,0,0
instancia,0,0,0,0,0,0,0,0,0,0
instantanea,0,0,0,0,0,0,0,0,0,0
instantaneamente,0,0,0,0,0,0,0,0,0,0
instantaneo,0,0,0,0,0,0,0,0,0,0
instante,0,0,0,0,0,0,0,0,0,0
instigacion,0,0,0,0,0,1,0,0,0,0
instigar,0,0,0,0,0,1,0,0,0,0
instilar,0,0,0,0,0,0,0,0,0,0
instintivo,1,0,1,1,0,0,1,0,0,0
instinto,0,0,0,0,0,0,0,0,0,0
institucion,0,0,0,0,0,0,0,0,0,0
instituto,0,0,0,0,0,0,0,0,0,1
institutriz,0,0,0,0,0,0,0,0,0,1
instruccion,0,0,0,0,0,0,1,0,0,1
instrucciones,0,1,0,0,0,0,0,0,0,1
instructivo,0,0,0,0,0,0,0,0,0,0
instructor,0,1,0,0,0,0,1,0,0,1
instruido,0,0,0,0,0,0,0,0,0,0
instruir,0,0,0,0,0,0,1,0,0,1
instrumental,0,0,0,0,0,0,1,0,0,0
instrumentista,0,0,0,0,0,0,0,0,0,0
instrumento,0,0,0,0,0,0,0,0,0,0
insuficiencia,1,0,0,0,0,1,0,0,0,0
insuficiente,0,0,0,0,0,1,0,0,0,0
insuficientemente,0,0,0,0,0,1,0,0,0,0
insular,0,0,0,0,0,0,0,0,0,0
insultante,1,0,1,1,0,1,0,1,0,0
insulto,1,0,1,0,0,1,0,1,1,0
insuperable,0,0,0,1,0,1,0,1,0,0
insuperado,0,1,0,1,1,0,1,0,0,1
insurgente,0,0,0,0,0,1,0,0,0,0
insurreccion,1,0,0,0,0,1,0,0,0,0
intacto,0,0,0,0,0,0,1,0,0,1
intangible,0,0,0,0,0,0,0,0,0,0
integracion,0,0,0,0,0,0,0,0,0,0
integral,0,0,0,0,0,0,1,0,0,0
integrar,0,0,0,0,0,0,0,0,0,0
integridad,0,0,0,0,0,0,1,0,0,1
intelecto,0,0,0,0,0,0,1,0,0,0
intelectual,0,0,0,0,0,0,1,0,0,0
inteligencia,0,0,0,1,1,0,1,0,0,1
inteligente,0,0,0,0,0,0,1,0,0,1
inteligibilidad,0,0,0,0,0,0,0,0,0,0
inteligible,0,0,0,0,0,0,0,0,0,0
intencion,0,0,0,0,0,0,0,0,0,0
intencionadamente,0,0,0,0,0,0,1,0,0,0
intencional,0,0,0,0,0,0,0,0,0,0
intencionalmente,0,0,0,0,0,0,0,0,0,0
intensamente,0,0,0,0,0,0,0,0,0,0
intensidad,0,0,0,0,0,0,0,0,0,0
intensificar,0,0,0,0,0,0,0,0,0,0
intenso,1,0,1,1,1,1,1,0,1,1
intentar,0,1,0,0,0,0,0,0,0,0
interaccion,0,0,0,0,0,0,0,0,0,0
intercambiable,0,0,0,0,0,0,0,0,0,0
intercambiado,0,0,0,0,0,0,0,0,0,0
intercambio,0,0,0,0,0,0,1,0,0,1
interceder,0,0,0,1,0,0,0,1,0,0
interceptacion,0,0,0,0,0,0,0,0,0,0
interceptar,0,0,0,0,0,0,0,0,0,0
intercesion,0,0,0,0,0,0,0,0,0,1
intercomunicador,0,0,0,0,0,0,0,0,0,0
interdependencia,0,0,0,0,0,0,0,0,0,0
interdependiente,0,0,0,0,0,0,0,0,0,0
interdiccion,0,0,0,0,0,1,0,0,0,0
interes,0,0,0,0,0,0,1,0,0,0
interesado,0,0,1,0,0,0,1,1,0,0
interesante,0,0,0,0,0,0,1,0,0,0
interferencia,0,0,0,0,0,1,0,0,0,0
interferometro,0,0,0,0,0,0,0,0,0,0
interfuncionamiento,0,0,0,0,0,0,0,0,0,0
interino,0,0,0,0,0,0,0,0,0,0
interior,0,0,1,0,0,0,1,0,0,1
interlocutorio,0,0,0,0,0,0,1,0,0,0
interludio,0,0,0,0,0,0,1,0,0,0
intermediario,0,0,0,0,0,0,0,0,0,0
intermedio,0,0,0,0,0,0,0,0,0,0
interminable,1,1,0,0,0,1,1,0,0,0
intermitente,0,0,0,0,0,0,0,0,0,0
internacional,0,0,0,0,0,0,0,0,0,0
internamente,0,0,0,0,0,0,0,0,0,0
interno,0,0,0,0,0,0,0,0,0,0
interpolacion,0,0,0,0,0,0,0,0,0,0
interpolar,0,0,0,0,0,0,0,0,0,0
interpretacion,0,0,0,0,0,1,0,0,0,0
interpretar,0,0,0,0,0,0,0,0,0,0
interprete,0,0,0,0,0,0,0,0,0,0
interrelacionado,0,0,0,0,0,0,0,0,0,0
interrogar,0,0,0,1,0,0,0,0,0,0
interrogatorio,0,0,0,1,0,0,0,0,0,0
interrumpido,0,0,0,0,0,1,0,1,0,0
interrumpir,1,0,0,0,0,1,0,0,1,0
interrupcion,0,0,0,0,0,0,0,0,0,0
interruptor automatico,0,0,0,0,0,0,0,0,0,0
interruptores,0,0,0,0,0,0,0,0,0,0
intersecarse,0,0,0,0,0,0,0,0,0,0
interseccion,0,0,0,0,0,0,0,0,0,0
intersticial,0,0,0,0,0,0,0,0,0,0
intervalo,0,0,0,0,0,0,0,0,0,0
intervencion,0,0,0,0,0,1,1,1,0,0
interviniendo,0,0,0,0,0,0,0,0,0,0
intestado,0,0,0,0,0,1,0,0,0,0
intestinal,0,0,1,0,0,0,0,0,0,0
intestino,0,0,1,0,0,0,0,0,0,0
intestinos,0,0,1,0,0,0,0,0,0,0
intimacion,0,0,0,0,0,0,0,0,0,0
intimamente,0,1,0,1,1,0,0,0,0,0
intimidacion,1,0,0,1,0,1,0,0,0,0
intimidad,0,0,0,0,0,0,0,0,0,0
