lyrics,feelings
encontre vez bailando sola discoteque enamore ver forma bailar mire grandes ojos hicieron vibrar pude hablar parado quede media pista saber hacer chica venia conmigo sola deje supe mas tome manos empezamos bailar bailar despues salimos juntos discoteque cenar platicando asi empezo querer pronto descubri chica naci supe bien pues nunca habia ahi senti cuenta pague abandonamos lugar aquel caminar pues noche perfecta amar you might also like llegar parque sentamos mano tome luego abrace primera vez fuerza bese bese despues mes pedi mujer dijiste si casamos alla aquella discoteque conoci enamore discoteque conoci discoteque enamore discoteque conoci,"positivo, anticipacion, ira"
mentiras todas mentiras cosas dice gente decir amor prohibido cuarenta veinte otoño vida dulce primavera saben guardo verano miro quema cuarenta veinte cuarenta veinte amor importa diga gente cuarenta veinte cuarenta veinte toma mano camina conmigo mirando frente importa entiendan bajo comenten existe gran diferencia cuarenta veinte muchas vivencias tanta inocencia saben secreto juventud experienciayou might also like,"positivo, alegria, negativo"
you are the sunshine of my life that s why i ll always be around you are the apple of my eye forever you ll stay in my heart i feel like this is the beginning though i ve loved you for million years and if i thought our love was ending i d find myself drowning in my own tears you are the sunshine of my life that s why i ll always stay around you are the apple of my eye forever you ll stay in my heart you must have known that i was lonely because you came to my rescue and i know that this must be heaven how could so much love be inside of you you are the sunshine of my life yeah that s why i ll always stay around you are the apple of my eye forever you ll stay in my heart love joined us love joined us let s think sweet loveyou might also like,"ira, anticipacion, disgusto"
habre dado llanto risa habre dado tiempo vida dime si alguna vez malo contigo dime si ofendi hice vacio habre dado besos corazon siempre sabes puedes mentirme dimelo esperes mas sabes puedes mentirme feliz conmigo dime terminado esperes mas habre dado llanto risa habre dado tiempo vida you might also likeque habre dado besos corazon siempre sabes puedes mentirme dimelo esperes mas sabes puedes mentirme feliz conmigo dime terminado esperes mas dime terminado esperes mas esperes mas sabes puedes mentirme dimelo esperes mas sabes puedes mentirme feliz conmigo dime terminado esperes mas sabes puedes mentirme dimelo esperes mas sabes puedes mentirme feliz conmigo dime terminado esperes mas sabes puedes mentirme dimelo esperes mas,"positivo, alegria, tristeza"
let get to know you help make it last let touch you slowly and give you all you ask dejame besarte amor i only want to show you what true love s about oh amor together in each other we found love amor dime amas seras amo sol piel piel alma amor corazon you are where my heart is and where i want to be words i ve never spoken amor you sеt the free in seras luna sеras calor sol easy to surrender feelings i can t fight you might also like please don t go say you ll stay juntos siempre we found love please don t go say you ll stay juntos siempre we oh we together we found love seras gran amor,"positivo, alegria, confianza"
tratando mal amor puedo evitarlo juro amor torture mas hiriendo amor merezco perdonas si amor limosna perro digno haz polvo amor echalo viento jamas are feliz aunque lucho aunque hago imposible aunque dejo ser libre aceptas asi si digno haciendo pagar daño hecho luego arrepiento si tarde amor echando cara incluso defectos aguantas si medio santa digno haz polvo amoryou might also like,"positivo, alegria, negativo"
lyrics millon años contaras den doce veas principe espejismo mas contaras sientas venus falte sexo necesites complicidad millon años corazon mil vueltas mundo des habra pueda darte amor completo millon años hallaras amante mas perfecto disculpa franqueza torpeza asi contaras sientas bruja nadie contigo seguirte mas alla you might also likeya contaras vuelvas loba nadie dispuesto darte caza amarte millon años corazon mil vueltas mundo des habra pueda darte amor completo millon años hallaras amante mas perfecto disculpa franqueza torpeza asi millon años corazon mil vueltas mundo des habra pueda darte amor completo,"positivo, alegria, confianza"
vagaba solo pueblo pueblo cariño sabia beso amor cantando siempre guitarra cruce montañas valles rios dichoso cancion mas repente cruzaste camino mil emociones desconocidas descubri pare marcha brazos hice nido crei entregabas dicha pasajera diste desilusion mientras daba vida entera destrozabas corazon digo ahora amor dolor canto rio alumbra mas sol cancion quedo silencio guitarra rincon extrañando vagar trovador you might also likepero ahora mismo vuelvo vida peregrino hare cuenta gente nunca vi agarro paso detenerme mirando frente seguir cantando siempre cantando asi,"positivo, alegria, confianza"
dejame esperas empieze bailar dar ell pida dejalo quieres diga bien esperarte ver si hoy dia amor haces falta toda mia toda mia trampas complejos secretos espinas toda mia toda mia amarte dia noche amarte noche dia toda mia toda mia dejame piensas encuentro normal hacer amor medida dejalo pasa debo seguir aceptando migajas amor cobardia you might also likeamor haces falta toda mia toda mia trampas complejos secretos espinas toda mia toda mia amarte dia noche amarte noche dia toda mia toda mia trampas complejos secretos espinas toda mia toda mia amarte dia noche amarte noche dia toda mia toda mia trampas complejos secretos espinas toda mia toda mia amarte dia noche amarte noche dia,"negativo, positivo, miedo"
tarde verano casa vez vivi playa mas lejana provincia creci tarde verano hice intento reconstruir mil recuerdos quedado amigos vez hermoso ver sol peinar mar hermoso ver sol peinar mar senti ayer volvio nacer sueño rodeaba casas mismas viven gentes tarde verano tome camino llegue you might also like hermoso ver sol peinar mar hermoso ver sol peinar mar caras gentes recuerdos caras gentes recuerdos hermoso ver sol peinar mar hermoso ver sol peinar mar hermoso ver sol peinar mar hermoso ver sol peinar mar,"anticipacion, alegria, positivo"
lyrics candilejas llegaste voy luz abril tarde gris juventud amor calor fulgor sol trajiste juventud voy candilejas adore candilejas ame felicidad diste vivir volvera nunca jamas bien you might also like llegaste voy luz abril tarde gris juventud amor calor fulgor sol trajiste juventud voy candilejas adore candilejas ame felicidad diste vivir volvera nunca jamas bien,"alegria, positivo, anticipacion"
dicen normal pasar años pierda amor pasion quede templado dicen natural alguna aventura soñando amor mas solo manos calientes solo labios ardientes solo forma hablar reir amar solo andar tiempo solo ser pluma viento solo forma ser voz piel dicen podria ser despues amarte busque amistad amor parte you might also likedicen normal alguna aventura soñando amor mas solo manos calientes solo labios ardientes solo forma hablar reir amar solo andar tiempo solo ser pluma viento solo forma ser voz piel solo manos calientes solo labios ardientes solo forma hablar reir amar solo andar tiempo solo ser pluma viento solo forma ser voz piel,"positivo, alegria, anticipacion"
bebi manantial perro fiel sediento mar piel velero tenia invierno crei cada palabra boca mentiste loca decirme vas condenado amor vivo pendiente junto condenado amor libre voluntad preso libertad condenado amor vivo pendiente junto condenado amor libre voluntad preso libertad alterado confundido razon comprendo burlado jugado juego siniestro you might also likeme crei cada palabra boca mentiste loca decirme vas condenado amor vivo pendiente junto condenado amor libre voluntad preso libertad condenado amor vivo pendiente junto condenado amor libre voluntad preso libertad condenado amor vivo pendiente junto condenado amor libre voluntad preso libertad condenado amor vivo pendiente junto condenado amor libre voluntad preso libertad,"positivo, negativo, miedo"
da igual hables puedes herir importa whoa whoa mm mm amor dura dia eternidad marcho volvera busquemos ningun culpable tampoco solucion amor quedo aire viento llevo tranquilo tranquilo voy tranquilo tal hoy voy vida dejame diga mejor separarnos vivir extraños mejor decir adios you might also like tranquilo tranquilo voy tranquilo tal da igual hables puedes herir importa whoa whoa mm mm amor dura dia eternidad marcho volvera busquemos ningun culpable tampoco solucion amor quedo aire viento llevo tranquilo tranquilo voy tranquilo tal hoy voy vida dejame diga mejor separarnos vivir extraños mejor decir adios tranquilo tranquilo voy tranquilo tal hoy voy vida dejame diga mejor separarnos vivir extraños mejor decir adios tranquilo tranquilo voy tranquilo tal tranquilo tranquilo voy tranquilo tal,"positivo, tristeza, ira"
senti culpable besar piel retire cuerpo cuerpo debo hacerlo pense sentiste herida pusiste pie dije enfades demasiado niña ser mujer vete esperas muchacha ponte vestido guarda sueños vete ahora nunca esperas muchacha ponte vestido guarda sueños vete ahora nunca senti ridiculo dudo si hice bien pensaras tal vez tonto poder amarte querer you might also likehice lagrimas acompañen dije ten paciencia años debes estrenar aun piel vete esperas muchacha ponte vestido guarda sueños vete ahora nunca esperas muchacha ponte vestido guarda sueños vete ahora nunca esperas muchacha ponte vestido guarda sueños vete ahora nunca esperas muchacha ponte vestido guarda sueños vete ahora nunca,"negativo, tristeza, ira"
asi asi asi asi asi asi caprichosa rebelde potro freno tempestad lluvia fina ciclon conoce traicion asi ojos buena pido cambie condena quiero quitarle quiero cambiarle conoci quiero asi asi caprichosa rebelde potro freno tempestad lluvia fina ciclon conoce traicion asi ojos buena pido cambie condena quiero quitarle quiero cambiarle conoci quiero asiyou might also like,"miedo, negativo, ira"
hablar creo tarde comenzar mundo nuevo aqui termino sufrimiento acabo copa resbalo bueno puedes decir convenza solo pensar ayer da vergüenza vivi contigo error seguir contigo peor quiero volver empezar cero olvidame quede solo recuerdo voy aqui soporto infierno olvidame quiero salida olvidame olvidame pague pecados viviendo lado vida you might also likenada puedes decir convenza solo pensar ayer da vergüenza vivi contigo error seguir contigo peor quiero volver empezar cero olvidame quede solo recuerdo voy aqui soporto infierno olvidame quiero salida olvidame olvidame pague pecados viviendo lado vida olvidame quede solo recuerdo voy aqui soporto infierno olvidame quede solo recuerdo voy aqui soporto infierno olvidame quede solo recuerdo voy aqui soporto infierno olvidame quede solo recuerdo,"negativo, tristeza, miedo"
lyrics verte frio alcanzo cortina envolvio manto dolor suba ven sacudio furia vida despiadada trato pobre corazon siempre cayo ansias pasion renovaron ilusion gentes ahi aconsejaron verte sueño soñe presencia adorne ahora cada hora canto asi verte volver vida verte volver nacer verte llegar cima anida querer amor conocer you might also like verte encontrar religion avivar corazon verte encontrar religion avivar corazon sueño soñe presencia adorne ahora cada hora canto asi verte encontrar religion avivar corazon verte encontrar religion avivar corazon,"negativo, confianza, positivo"
voy besar cuanto vuelvas vista loco vi llegar vas entregar cuanto pida tambien deseas ser amada verdad importa habras llegado sientes malo ser extraños importa nombre vida años ves aqui muero malo ser extraños vas dejar olvide tiempo robe secretos invite volar you might also likese voy tomar suavemente brazos llenarte caricias puedas mas importa habras llegado sientes malo ser extraños importa nombre vida años ves aqui muero malo ser extraños importa habras llegado sientes malo ser extraños,"ira, negativo, miedo"
dicen distancia olvido consigo razon seguire siendo cautivo caprichos corazon supiste esclarecer pensamientos diste verdad soñe ahuyentaste sufrimientos primera noche ame hoy playa viste amargura barca partir cruzar mares locura cuida naufrague vivir luz sol apagando sientas cansada vagar piensa estare esperando decidas regresar supiste esclarecer pensamientos diste verdad soñe ahuyentaste sufrimientos primera noche ame you might also likehoy playa viste amargura barca partir cruzar mares locura cuida naufrague vivir luz sol apagando sientas cansada vagar piensa estare esperando decidas regresar,"negativo, ira, positivo"
amor dos vida mas busque mas esconda duermes conmigo toditas noches quedas callada ningun reproche quiero adoro vida tesoro veces regreso borracho angustia lleno besos caricias mustias dormida sientes caricias abrazo pecho duermo contigo mas luego despierto conmigo solo almohada veces miro callada ausente sufro silencio tanta gente quiciera gritarte vuelvas conmigo si aun vivo solo amarte pasa sufrimientos palabras lleva viento regreso borracho angustia lleno besos caricias mustias dormida sientes caricias abrazo pecho duermo contigo mas luego despierto conmigo solo almohadayou might also like,"negativo, positivo, disgusto"
quiero vayas noche fria abrigame brazos vuelva dia almohada impaciente acariciar cara tal vez consejo tal vez diga mañana temprano platicaras conmigo si decidida abandonar nido entonces sera vano tratar detenerte regalame noche retrasame muerte mañana temprano platicaras conmigo si decidida abandonar nido entonces sera vano tratar detenerte regalame noche retrasame muerteyou might also like,"anticipacion, negativo, positivo"
ratos ofreces amor ratos pues quieres ataduras problemas contratos ratos ofreces amor ratos gustan aventuras novatos dices amor tiempo entero siempre deja cicatrices olvidan quiero juras besar todas horas sabe travesura si diario enamoras respeta amor ayer di hoy agenda completa ratos you might also likea ratos ofreces amor ratos gustan aventuras novatos ratos,"positivo, alegria, anticipacion"
aqui tenampa mariachi toca canta ayuda olvidar cantarme canciones todas desilusiones van amigo cantinero sabe quiero vengo tomar hoy dado ganas contarle mundo ahora voy contar vivi dias mas tristes vida pague caro haber conocido bien dijo amiga querida hice caso ahora arrepentido duele haberla escuchado olvidan bonitos tristes ojos totalmente enamorado cai redes amar antojos you might also likeaaayayaaaaaaaay verdad siento aaayayaaaaaaaay perder tiempo dolor tristeza duele cabeza hacer olvidar cuanta tristeza mia todavia aprendido olvidar olvidar hacer olvidar vengan mariachis canteme toda noche puras hablen olvidar dice sol iba saliendo asi acuerdo caso va clarear alma camino vaya andando quiero lleno orgullo vi partir asi propias manos,"negativo, positivo, tristeza"
falla amor eriza piel hagamos hagamos hechizo va caricias nacen manos falla amor aquel precioso amor juramos eterno empieza llegar momento hablar muere dentro promesas escritas alma pusieron mundo girar hoy sirven promesas veras mas quimeras falla amor falla amor sientes vivir luz apagada miras reloj da impresion tiempo pasa you might also likecuando falla amor besos das saben calientes intentas seguir luchas sentir sientes promesas escritas alma pusieron mundo girar hoy sirven promesas veras mas quimeras falla amor promesas escritas alma pusieron mundo girar hoy sirven promesas veras mas quimeras falla amor promesas escritas alma pusieron mundo girar hoy sirven,"positivo, alegria, miedo"
lyrics saber saber habia vida puse ojos saber saber pasando dias hice dueña mia saber saber saber podias amarme solo puse soñar saber saber feliz sueño hice dueño saber saber saber ocurrio saber mientras queria querias you might also likey ahora hago ahora voy hacer si enamorada querer ahora hago ahora voy hacer si enamorada querer saber habia vida puse ojos saber saber pasando dias hice dueña mia saber saber saber ocurrio saber mientras queria querias ahora hago ahora voy hacer si enamorada querer,"positivo, alegria, ira"
disimula gente mira pequeño descuido acabo disimula fingiendo aburres piensa caricias tardes amor disimula haz si pasara besame mente amor arriesgues disimula cuida hacer locura dejate llevar ten valor amor mio favor disimula busques ojos simple mirada puedes traicionar disimula acerques siquiera permanece lado actua natural you might also likedisimula haz si pasara besame mente amor arriesgues disimula cuida hacer locura dejate llevar ten valor amor mio favor disimula haz si pasara besame mente amor arriesgues disimula cuida hacer locura dejate llevar ten valor amor mio favor disimula haz si pasara besame mente amor arriesgues disimula cuida hacer locura dejate llevar ten valor amor mio favor,"positivo, alegria, ira"
buen dia ire nunca volver vas perder asi facil dia vendra vas cansar voy dejar asi facil ahora amor faltado coraje salir corriendo ahora amor valor vivir sufriendo buen dia ire sepas vivire amor asi facil dia vendra pueda hacerme sufrir asi facil ahora amor faltado coraje salir corriendo ahora amor valor vivir sufriendo buen dia ire vas extrañar vas llorar asi facil dia sera sepas encontrado amor asi facil you might also likehasta ahora amor faltado coraje salir corriendo ahora amor valor vivir sufriendo,"positivo, negativo, alegria"
dare mirada diafana sonrisa palida naufrago amor ademas promesa calida beso lagrima sincera dare beso dulce amor caricia ver si ademas sere sincero dire quiero mirame mujer di si mas puedo dar promesas mas promesas unas manos amar ganaras sonrisa mas you might also like dare cielo casi purpura perla minuscula prenda amor ademas promesa languida cancion romantica nadie canto diran loco diran valgo creeme dicen verdad pensando quizas vivo soñando creer quieres mas puedo dar promesas mas promesas unas manos amar ganaras sonrisa mas,"positivo, alegria, confianza"
ven pasar esquina esquina caminar hombres miran juventud quieren tener ofrece importa coche azul abre puerta titubear acerca señor va indiferente vida pasa escribe cartas familia secretaria jefe oficina trabajo bueno quieren va mandar dinero mes viene extraña casa quiere ven pasar madrugada juventud ve cansada realidad soledad indiferente vida pasa escribe cartas familia secretaria jefe oficina trabajo bueno quieren va mandar dinero mes viene extraña casa quiere you might also likey escribe cartas familia secretaria jefe oficina trabajo bueno quieren va mandar dinero mes viene extraña casa quiere escribe cartas familia secretaria jefe oficina trabajo bueno quieren,"positivo, anticipacion, alegria"
cada vez veo mas enamoro boca beso ojos color miel cada vez mas adoro quisiera tiempo transcurriera cruel cuerpo baila compas ritmo alma canta compas cancion amas forma orgullo funde amor pasion cada vez beso entregas mas quiero sabes dar bien viento canta cancion acaricia tez trigueña bronceado astro rey mar postra malicia darte beso olas pies cada vez dejas vuelves loco hace tiempo dejas veryou might also like,"positivo, anticipacion, alegria"
siempre seras centro ser corazon habitaras siento vida empieza nuevo junto mas si algun dia faltaras habria razon vivir siempre seras centro ser corazon habitaras presentiste llegada rescataste dolor aqui tierra cielo milagro mas corazon siempre seras centro ser corazon habitaras you might also liketu siempre seras,"positivo, confianza, anticipacion"
partir hoy vas rumbo voy mio cosas mias dejaran cosas ser cosas convertiremos partes distintas misma cosa jamas partir hoy olvidaran manos buscarte enseñare debo extrañarte pues amor flor murio partir hoy cruzas rios surco mares vives dia muero noche habra mas caricias habra mas reproches si hoja seca primavera muerto sepultarlo partir hoy olvidaran manos buscarte enseñare debo extrañarte pues amor flor murio you might also likea partir hoy olvidaran manos buscarte enseñare debo extrañarte pues amor flor murio partir hoy olvidaran manos buscarte enseñare debo extrañarte,"positivo, alegria, tristeza"
dos rosas blanca roja blanca pureza roja pasion rosas darte llevan siento vida doy alguna vez si triste lejos diran amor morira libro aquel guardara dia fin veras vez volveras dos rosas blanca roja blanca pureza roja pasion you might also likeesas rosas darte llevan siento vida doy alguna vez si triste lejos diran amor morira libro aquel guardara dia fin veras vez volveras alguna vez si triste lejos,"positivo, alegria, disgusto"
amaneces lado beso regalas siento fragancia junto sonido beso despierta comprendo motivo amante perfecta mejor amor haces mas cortos dias sabes llenar caprichos miras errores dices si siempre si manos siento fuego adivino suspiro deseo noche llegue fin muero besarte contemplarte comprendo motivo amante perfecta mejor amoryou might also like,"positivo, alegria, anticipacion"
hace tiempo sabido mas despediste siempre presenti cualquier lugar mundo corazon deseo rumbo encuentres flores brille sol suerte noche dia solo vivas alegria nunca sientas ningun temor desconfies humanidad amor variante camino soledad talvez nitido cariño todas cosas recordare you might also likela pureza alma ser acaricio aun sabiendo imposible quisiste hacerme siempre feliz suerte noche dia solo vivas alegria nunca sientas ningun temor desconfies humanidad amor amor,"positivo, alegria, anticipacion"
imaginate principe trae bellas flores color acaricia brazos das amor imagina gondola vaga ritmo musica lleva montañas mares ilusion sueña alfombras suaves cortinas dociles suavemente tome manos sueña candiles oro corte angeles dulcemente bese labios veras llega principe imaginacion enamoraras principe podria ser rai rai rai rai rai sueña alfombras suaves cortinas dociles suavemente tome manos sueña candiles oro corte angeles dulcemente bese labios you might also like veras llega principe imaginacion enamoraras principe podria ser veras llega principe imaginacion enamoraras principe podria ser veras llega principe imaginacion enamoraras principe podria ser rai rai rai rai rai rai rai rai rai rai rai rai rai rai rai,"positivo, tristeza, ira"
amas voy irme lejos nunca alguien mencione nombre sepan voy irme solo decirle nadie molestias si amigos lastiman amas ahi dejo mundo solita haz quieras voy ojala olvides jamas busques juro daras conmigo dia hoy amas amo solo orgullo halle vida hoy adios doy you might also likey ojala sufras ojala llores nunca nunca oye bien nunca sabras,"positivo, alegria, anticipacion"
vas muriendo recuerdo verdad culpa mia confunde sentimiento sentir lejania pues basta sufrimiento dolor heridas hacer pasiones conservan encendidas falta trato continuado sabor caricias todas pequeñas cosas viven dia dia sentirte tan ausente vida aunque quiera olvidarte olvidas falta trato continuado sabor caricias todas pequeñas cosas viven dia dia sentirte tan ausente vida aunque quiera olvidarte olvidasyou might also like,"negativo, disgusto, miedo"
voluntad voluntad faltaba supe hacer casa entregue recordarla arrastre lodo escarcha grandeza mexicana tan suave gente tan suave patria corazon caliente dio mano doy gracias grandeza mexicana tan suave gente tan suave patria corazon caliente dio mano doy gracias aquel negro mar verdes luces falsas buscaba cesar alguien ayudara solo encontre solo encontraba ciegos tambien tropezaban you might also likegrandeza mexicana tan suave gente tan suave patria corazon caliente dio mano doy gracias grandeza mexicana tan suave gente tan suave patria corazon caliente dio mano doy gracias grandeza mexicana tan suave gente tan suave patria corazon caliente dio mano doy gracias grandeza mexicana tan suave gente tan suave patria corazon caliente dio mano doy gracias,"positivo, ira, alegria"
puedan noches hablarte logren decirte cosas iran contarte cuantas sabras quiero sabras quiero cariño jamas existio ojos jamas llorado aquella noche dije adios deseo volver lado tenerte conmigo vivir amor quiero sabras quiero vida cielo dios you might also like deseo volver lado tenerte conmigo vivir amor quiero sabras quiero vida cielo dios vida cielo dios,"positivo, alegria, anticipacion"
hoy faltas cambian todas cosas junto parecian maravillosas siento dicha tan lejos cancion siendo dia consentida olvidara corazon hoy faltas amargo vida quiero creer verdad despedida hoy faltas puedo convencer nunca volvere nuevo ser feliz you might also like hoy faltas amargo vida quiero creer verdad despedida hoy faltas puedo convencer nunca volvere nuevo ser feliz,"positivo, confianza, anticipacion"
quiero brindemos despues mejor nunca sepa pena compartimos quiero brindemos vino mate dolor mate tristeza amistad dos nunca sepa amor sentimos nunca sepa perdidos dejala piense nunca existio alza copa brindemos quiero brindemos tiempo corre amor recuerdo pierda pena dejo quiero brindemos vino mate dolor mate tristeza amistad dos you might also likeque nunca sepa amor sentimos nunca sepa perdidos dejala piense nunca existio alza copa brindemos nunca sepa amor sentimos nunca sepa perdidos dejala piense nunca existio alza copa brindemos nunca sepa amor sentimos nunca sepa perdidos,"positivo, alegria, negativo"
pasado pasado interesa si sufri llore quedo ayer olvide olvide olvide vida vivir amo aman feliz nunca mas estare solo triste vez ayer olvide olvide pido aplauso amor llegado mil gracias amor vivo enamorado enamorado feliz olvidado pasado dije adios olvide pido aplauso amor llegado mil gracias amor vivo enamorado enamorado feliz olvidado pasado dije adiosyou might also like,"positivo, alegria, miedo"
lyrics amor muere igual flor marchita queda fragancia amor deshojando arrancandole aroma salada amor muere murio tiempo aunque quedan caricias besos hacer ello amor muere queda vida sabor amargo despedida seguimos andando mirando suelo sabemos mirar cielo amor muere queda vida sabor amargo despedida seguimos andando mirando suelo sabemos mirar cielo amor murio enfermo mal incurable derrotandose aveces causa sintiendose aveces culpable you might also likepara remover cenizas buscar razones muere amor mas quema sirven explicaciones amor muere queda vida sabor amargo despedida seguimos andando mirando suelo sabemos mirar cielo,"positivo, alegria, negativo"
si pudiera expresarte inmenso fondo corazon amor amor delirante abraza alma pasion atormenta corazon siempre conmigo tristeza agonia sufrir encierra toda vida si conmigo bien vivir amor delirio contigo dichoso quieres tambienyou might also like,"positivo, alegria, negativo"
ven veras amor nunca arrepentiras bien digo ven veras amor nunca arrepentiras bien digo busquemos juntos felicidad disfrutemos amor paz ven veras amor capaz alzar vuelo ahi mirarte ven veras amor nunca arrepentiras bien digo ven veras amor nunca arrepentiras bien digo busquemos juntos felicidad disfrutemos amor paz ven veras amor capaz alzar vuelo ahi mirarte you might also like ven veras amor nunca arrepentiras ven veras amor nunca arrepentiras,"alegria, positivo, anticipacion"
mientras sufren felices vida asi hoy dice si mañana vida asi quiza pobres quiza ricos vida asi ven luz felicidad vida asi mundo sigue girando girando nadie puede parar cosas siguen cambiando cambiando final sera igual mundo sigue girando girando nadie puede parar cosas siguen cambiando cambiando final sera igual mientras sufren felices vida asi hoy dice si mañana vida asi quiza pobres quiza ricos vida asi ven luz felicidad vida asi you might also like mundo sigue girando girando nadie puede parar cosas siguen cambiando cambiando final sera igual mundo sigue girando girando nadie puede parar cosas siguen cambiando cambiando final sera igual mundo sigue girando girando nadie puede parar cosas siguen cambiando cambiando final sera igual mundo sigue girando girando,"disgusto, anticipacion, positivo"
aunque llevo ventaja cuestiones amor sube baja doy frio calor niño adulto cuenta edad si alabo insulto mentira verdad amo amo busco rechazo amo amo mañana ocaso amo amo culpo perdono amo amo abandono aunque gusta risa veces hago llorar placer martiriza arena mar you might also likey duermes conmigo luz obscuridad amante amigo carcel libertad amo amo busco rechazo amo amo mañana ocaso amo amo culpo perdono amo amo abandono amo amo busco rechazo amo amo mañana ocaso,"negativo, positivo, anticipacion"
debes amar agradezco amor puedo aceptar favor remuevas heridas ayer sabria volver querer haria llorar debes amar busca lugar solo daño haria quererte pecho amor acabo alguien cruel piedad mato solo dolor ofrecerte debes amar busca lugar aqui solo vas encontrar sufrimientos vete millares pueden amar mereces mas tan solo haria llorar debes amar agradezco amor puedo aceptar favor remuevas heridas ayer sabria volver querer haria llorar you might also like debes amar busca lugar solo daño haria quererte pecho amor acabo alguien cruel piedad mato solo dolor ofrecerte debes amar busca lugar aqui solo vas encontrar sufrimientos vete millares pueden amar mereces mas tan solo haria llorar debes amar busca lugar solo daño haria quererte pecho amor acabo alguien cruel piedad mato solo dolor ofrecerte,"negativo, tristeza, positivo"
tiempo hoy quisiera saber si aun vivo mirar si sueñas volver pues siento soledad cada amanecer distancia tal vez desierto hace crecer sed tenia hace voz clamar cada anochecer ven quiero decirte tantas cosas quiero escuchar ignoras cada dia quiero mas amame pues amor das vida besos vuelves dia oscuridad vivir tiempo you might also likeamame,"anticipacion, positivo, tristeza"
andare risa dejo tibio lecho buscare llanto olvidaras manos guardare cuerpo lleno alegrias vuelvas amor andare camino corrias lado buscare silencio perdieras noche guardare espera pintaron poemas vuelvas amor vuelvas detengo tiempo nadie pise recuerdo vuelvas junto ojos hilando sueños esperare andare risa dejo tibio lecho buscare llanto olvidaras manos guardare cuerpo lleno alegrias vuelvas amor vuelvas detengo tiempo nadie pise recuerdo vuelvas junto ojos hilando sueños esperareyou might also like,"positivo, alegria, negativo"
quieres engañar si puedo leer verdad ojos mientes disimular si aqui preocupada indiferente quieres llegar si amor mas corazon corazon nunca miente si quieres verdad pierdas tiempo mas deseo mucha suerte correo ve dudes mujer engañarte mas s ganas corre ve hoy toca perder nunca imagine tan falsa quieres engañar si puedo leer verdad ojos mientes si quieres verdad pierdas tiempo mas deseo mucha suerte correo ve dudes mujer engañarte mas s ganas corre ve hoy toca perder nunca imagine tan falsa repetir you might also likeno sigas mintiendo ve,"positivo, anticipacion, ira"
recordaras casa amor llamaras corriendo vendras huir ruido amor dare silencio dejaras cuide pequeño siervo cobijo amor sitio brasero mirada dulce caricia beso amor dice amor amor dice amor amor dice amor mas menos pan pan sal salero sentiras gusto amor diras quiero you might also likey quieras irte amor abrigare primero dare llave amor luz sendero mirada suave caricia beso amor dice amor amor dice amor amor dice amor mas menos,"positivo, alegria, negativo"
mirame asi hace feliz agonia vas engañarme mirame asi marcha bien sombra pena ojos segura hechas menos muchas noches preferirias manos mias piel piel segura nunca llamado nombre nunca mentido nunca deseandome mirame asi puede ir mejor pelo precioso pelo amor mirame asi hace feliz lagrima fria normal asi you might also like segura hechas menos muchas noches preferirias manos mias piel piel segura nunca llamado nombre nunca mentido nunca deseandome segura hechas menos muchas noches preferirias manos mias piel piel segura nunca llamado nombre nunca mentido nunca deseandome segura hechas menos muchas noches,"positivo, alegria, ira"
hoy vuelto pasar aquel camino verde valle pierde triste soledad hoy vuelto rezar puertas ermita pedi virgencita vuelva encontrar camino verde camino verde va ermita lloran pena margaritas fuente secado azucenas estan marchitas camino verde camino verde va ermita hoy vuelto grabar nombres encina subido colina ahi puesto llorar you might also like camino verde camino verde va ermita lloran pena margaritas fuente secado azucenas estan marchitas camino verde camino verde va ermita camino camino verde,"alegria, positivo, confianza"
lyrics mujer empezado abajo levantandome polvo descubriendo cada paso vale ser humano sufrido desengaños confiado dieron cara daba mano creido amigos creido palabra caer vi tristeza daban espalda dejaron cicatrices endurecido alma aun confianza mujer ama mujer igual gracias amor vuelto gritar you might also likeesa mujer hizo cambiar dio motivo dio fuerza luchar carne propia maldad mucha gente querido utilizarme quisieran verse dejaron cicatrices endurecido alma aun confianza mujer ama mujer igual gracias amor vuelto gritar mujer hizo cambiar dio motivo dio fuerza luchar mujer gracias amor vuelto gritar,"positivo, negativo, miedo"
vamos amarnos siempre asi prisa escondiendonos amor hacer pajaro volar alas atadas olvidar diran lucir amor mundo amantes verdad si enterar enteren punto si llaman si juzgan aqui solo contamos si cierran puertas si culpan si vivimos felices piensas exagero verdad hacer amor servido pues creeme siento gorrion nido vacio tenerles miedo demas vayamonos besando calles sepan verdad si van hablar adelante hablen si llaman si juzgan aqui solo contamos si cierran puertas si culpan si vivimos felices  you might also like,"positivo, negativo, confianza"
tonto llaman tonto quiero muero dicen quieres cariño jamas haz dado si supiera siento besas disfruto mas pequeña caricias mientes sientes besos solo engañas mas importa si lado tan feliz tonto llaman tonto solo rien miran solo quisiera probaran labios disfrutaran tan solo minuto contigo sientan siento brazos contento entonces nadie atreveria llamarme tonto you might also like dicen quieres cariño jamas haz dado solo quisiera probaran labios disfrutaran tan solo minuto contigo sienta siento brazos contento entonces nadie atreveria llamarme tonto llaman tonto dicen tonto llaman tonto,"alegria, negativo, positivo"
